territory,timestamp,winner,randomNumber,day
Duke,2020-04-26T03:00:05.119Z,Georgia Tech,24.655186218966012,35
East Carolina,2020-04-26T03:00:05.119Z,Georgia Tech,36.04211106438003,35
Fresno State,2020-04-26T03:00:05.119Z,Ohio State,423.9612025196927,35
Georgia,2020-04-26T03:00:05.120Z,Chaos,390.0698072541107,35
Georgia State,2020-04-26T03:00:05.120Z,Georgia Tech,7.748037734764129,35
Georgia Tech,2020-04-26T03:00:05.120Z,Georgia Tech,29.36396834569845,35
Houston,2020-04-26T03:00:05.120Z,Texas,43.246013009538835,35
Illinois,2020-04-26T03:00:05.120Z,Wisconsin,36.51323110469007,35
Indiana,2020-04-26T03:00:05.120Z,Wisconsin,180.38898320779992,35
Iowa,2020-04-26T03:00:05.120Z,Wisconsin,61.41804184838873,35
Iowa State,2020-04-26T03:00:05.120Z,Nebraska,178.95556955896436,35
Kansas,2020-04-26T03:00:05.120Z,Nebraska,222.26214264776988,35
Kent State,2020-04-26T03:00:05.120Z,Ohio State,112.21690179082175,35
Kentucky,2020-04-26T03:00:05.120Z,Wisconsin,125.73992045583763,35
Liberty,2020-04-26T03:00:05.120Z,Michigan,277.3003573781596,35
Louisiana,2020-04-26T03:00:05.120Z,Alabama,172.37674021831154,35
Louisiana Monroe,2020-04-26T03:00:05.120Z,Alabama,115.25146534394385,35
Louisiana Tech,2020-04-26T03:00:05.120Z,Texas,336.4664474334805,35
Louisville,2020-04-26T03:00:05.120Z,Stanford,180.64528452730636,35
Marshall,2020-04-26T03:00:05.120Z,Wisconsin,39.57029791265345,35
Maryland,2020-04-26T03:00:05.120Z,Michigan,0.10700364257553101,35
Memphis,2020-04-26T03:00:05.120Z,Stanford,75.78818585462226,35
Miami (OH),2020-04-26T03:00:05.120Z,Ohio State,92.96027082864109,35
Middle Tennessee,2020-04-26T03:00:05.120Z,Georgia Tech,220.97439881853748,35
Minnesota,2020-04-26T03:00:05.120Z,Wisconsin,212.5125249848921,35
Mississippi State,2020-04-26T03:00:05.120Z,Alabama,17.45081875568794,35
Missouri,2020-04-26T03:00:05.120Z,Nebraska,426.8111655085999,35
Navy,2020-04-26T03:00:05.120Z,Ohio State,128.88552682907988,35
Nebraska,2020-04-26T03:00:05.120Z,Nebraska,242.44409813699397,35
Nevada,2020-04-26T03:00:05.120Z,Michigan,274.76593496832845,35
New Mexico,2020-04-26T03:00:05.120Z,Nebraska,41.64027488381344,35
New Mexico State,2020-04-26T03:00:05.120Z,Texas A&M,13.495024211212312,35
North Carolina,2020-04-26T03:00:05.120Z,Georgia Tech,10.955576107892977,35
North Texas,2020-04-26T03:00:05.120Z,Michigan,200.3128721208414,35
Ohio,2020-04-26T03:00:05.120Z,Ohio State,262.1861664052593,35
Ohio State,2020-04-26T03:00:05.120Z,Ohio State,163.60663486546443,35
Oklahoma,2020-04-26T03:00:05.120Z,Michigan,235.15951806224797,35
Oklahoma State,2020-04-26T03:00:05.120Z,Nebraska,218.66906022310852,35
Old Dominion,2020-04-26T03:00:05.120Z,Ohio State,74.30484680557727,35
Ole Miss,2020-04-26T03:00:05.120Z,Alabama,1.580885701828653,35
Oregon,2020-04-26T03:00:05.120Z,Michigan,12.728401284256192,35
Oregon State,2020-04-26T03:00:05.121Z,Michigan,10.709403811270615,35
Penn State,2020-04-26T03:00:05.121Z,Ohio State,284.39873617916953,35
Pittsburgh,2020-04-26T03:00:05.121Z,Michigan,391.7707388698072,35
Rice,2020-04-26T03:00:05.121Z,Texas A&M,436.4662710558814,35
Rutgers,2020-04-26T03:00:05.121Z,Michigan,49.331466198705826,35
San Diego State,2020-04-26T03:00:05.121Z,Georgia Tech,156.93562762944944,35
SMU,2020-04-26T03:00:05.121Z,Wisconsin,18.30951585526565,35
South Alabama,2020-04-26T03:00:05.121Z,Alabama,30.633601054721257,35
South Carolina,2020-04-26T03:00:05.121Z,Georgia Tech,69.9107543328006,35
Southern Mississippi,2020-04-26T03:00:05.121Z,Georgia Tech,150.74349900616502,35
Stanford,2020-04-26T03:00:05.121Z,Michigan,24.09833367821261,35
Syracuse,2020-04-26T03:00:05.121Z,Ohio State,174.13384795503717,35
TCU,2020-04-26T03:00:05.121Z,Texas A&M,41.12841691649716,35
Temple,2020-04-26T03:00:05.121Z,Ohio State,79.8544580522687,35
Tennessee,2020-04-26T03:00:05.121Z,Chaos,287.55056182203674,35
Texas,2020-04-26T03:00:05.121Z,Texas A&M,464.34980244137756,35
Texas A&M,2020-04-26T03:00:05.121Z,Texas A&M,33.508903938166426,35
Texas Tech,2020-04-26T03:00:05.121Z,Wisconsin,157.29610613616094,35
Toledo,2020-04-26T03:00:05.121Z,Wisconsin,55.72951298420521,35
Tulsa,2020-04-26T03:00:05.121Z,Texas,307.1382447480131,35
UAB,2020-04-26T03:00:05.121Z,Alabama,24.475283709622644,35
UCLA,2020-04-26T03:00:05.121Z,Ohio State,15.434349268066706,35
UMass,2020-04-26T03:00:05.121Z,Ohio State,302.9519777780737,35
UNLV,2020-04-26T03:00:05.121Z,Ohio State,20.898077263197532,35
USC,2020-04-26T03:00:05.121Z,Michigan,229.66474797830418,35
Utah,2020-04-26T03:00:05.122Z,Texas A&M,189.8240368338722,35
UTEP,2020-04-26T03:00:05.122Z,Texas A&M,40.554569203990624,35
UT San Antonio,2020-04-26T03:00:05.122Z,Texas A&M,145.3646796435185,35
Vanderbilt,2020-04-26T03:00:05.122Z,Alabama,38.39722172014324,35
Virginia,2020-04-26T03:00:05.122Z,Michigan,151.27378934034093,35
Virginia Tech,2020-04-26T03:00:05.122Z,Michigan,137.77854166780108,35
Wake Forest,2020-04-26T03:00:05.122Z,Georgia Tech,17.32163829921042,35
Washington,2020-04-26T03:00:05.122Z,Nebraska,2.979431979331306,35
Washington State,2020-04-26T03:00:05.122Z,Nebraska,17.27397317295309,35
Western Kentucky,2020-04-26T03:00:05.122Z,Chaos,263.98757277344043,35
West Virginia,2020-04-26T03:00:05.122Z,Michigan,115.11576275944392,35
Wyoming,2020-04-26T03:00:05.122Z,Nebraska,171.72353713216637,35
San José State,2020-04-26T03:00:05.122Z,Michigan,24.671785621284968,35
Hawai'i,2020-04-27T03:00:04.192Z,Georgia Tech,229.7146614943087,36
Air Force,2020-04-27T03:00:04.192Z,Nebraska,114.68326482753736,36
Akron,2020-04-27T03:00:04.193Z,Ohio State,382.6695350719392,36
Alabama,2020-04-27T03:00:04.193Z,Alabama,7.069011696294205,36
Appalachian State,2020-04-27T03:00:04.193Z,Georgia Tech,102.73853293378835,36
Arizona,2020-04-27T03:00:04.193Z,Michigan,505.45181899052017,36
Arizona State,2020-04-27T03:00:04.193Z,Michigan,376.06105773833644,36
Arkansas,2020-04-27T03:00:04.193Z,Texas,214.82661111258415,36
Arkansas State,2020-04-27T03:00:04.193Z,Nebraska,33.77949428554112,36
Army,2020-04-27T03:00:04.193Z,Michigan,460.1515775593631,36
Auburn,2020-04-27T03:00:04.193Z,Alabama,0.95137587789192,36
Ball State,2020-04-27T03:00:04.193Z,Wisconsin,91.02861510670874,36
Baylor,2020-04-27T03:00:04.193Z,Texas,601.5034085825979,36
Boise State,2020-04-27T03:00:04.193Z,Nebraska,14.365641620704332,36
Boston College,2020-04-27T03:00:04.193Z,Michigan,147.2615563202176,36
Bowling Green,2020-04-27T03:00:04.193Z,Michigan,84.94323282771299,36
Buffalo,2020-04-27T03:00:04.193Z,Ohio State,201.54091945126578,36
BYU,2020-04-27T03:00:04.193Z,Nebraska,176.65122690094526,36
Chaos,2020-04-27T03:00:04.194Z,Nebraska,66.01313566459463,36
Charlotte,2020-04-27T03:00:04.194Z,Georgia Tech,63.49954702647569,36
Cincinnati,2020-04-27T03:00:04.194Z,Wisconsin,26.01672334210325,36
Clemson,2020-04-27T03:00:04.194Z,Chaos,308.3372448329802,36
Colorado,2020-04-27T03:00:04.194Z,Texas A&M,134.88241647928115,36
Connecticut,2020-04-27T03:00:04.194Z,Michigan,175.2456023078912,36
Duke,2020-04-27T03:00:04.194Z,Ohio State,50.76707422981031,36
East Carolina,2020-04-27T03:00:04.194Z,Georgia Tech,16.850693697881507,36
Florida State,2020-04-27T03:00:04.194Z,Georgia Tech,33.13976051838435,36
Fresno State,2020-04-27T03:00:04.194Z,Michigan,406.526653482838,36
Georgia,2020-04-27T03:00:04.194Z,Georgia Tech,40.477755618406434,36
Georgia Southern,2020-04-27T03:00:04.194Z,Georgia Tech,235.06538179618445,36
Georgia State,2020-04-27T03:00:04.194Z,Georgia Tech,131.56518676827466,36
Georgia Tech,2020-04-27T03:00:04.194Z,Georgia Tech,85.66216846252404,36
Houston,2020-04-27T03:00:04.194Z,Texas A&M,299.70310674059795,36
Illinois,2020-04-27T03:00:04.194Z,Wisconsin,6.1893835000578115,36
Indiana,2020-04-27T03:00:04.194Z,Wisconsin,77.52220756667069,36
Iowa,2020-04-27T03:00:04.195Z,Wisconsin,75.84088017768897,36
Iowa State,2020-04-27T03:00:04.195Z,Nebraska,107.55347936250946,36
Kansas,2020-04-27T03:00:04.195Z,Texas,39.620734249543744,36
Kent State,2020-04-27T03:00:04.195Z,Ohio State,63.22365016995756,36
Kentucky,2020-04-27T03:00:04.195Z,Chaos,140.31884641197323,36
Liberty,2020-04-27T03:00:04.195Z,Michigan,116.0748059904764,36
Louisiana,2020-04-27T03:00:04.195Z,Alabama,76.55036510862085,36
Louisiana Monroe,2020-04-27T03:00:04.195Z,Georgia Tech,109.47792736826338,36
Louisiana Tech,2020-04-27T03:00:04.195Z,Alabama,115.42282856114737,36
Louisville,2020-04-27T03:00:04.195Z,Chaos,8.830825339615476,36
LSU,2020-04-27T03:00:04.195Z,Alabama,13.01382500292185,36
Marshall,2020-04-27T03:00:04.195Z,Wisconsin,114.6987307637065,36
Maryland,2020-04-27T03:00:04.195Z,Michigan,267.4914027749437,36
Memphis,2020-04-27T03:00:04.195Z,Chaos,334.72828513628167,36
Miami,2020-04-27T03:00:04.195Z,Chaos,317.8814657562515,36
Miami (OH),2020-04-27T03:00:04.195Z,Michigan,6.182807427175736,36
Middle Tennessee,2020-04-27T03:00:04.195Z,Georgia Tech,18.910167148416157,36
Minnesota,2020-04-27T03:00:04.195Z,Wisconsin,135.45837630870048,36
Mississippi State,2020-04-27T03:00:04.195Z,Georgia Tech,17.706897729354143,36
Missouri,2020-04-27T03:00:04.196Z,Texas,385.5165761732037,36
Navy,2020-04-27T03:00:04.196Z,Ohio State,160.08810629971006,36
Nebraska,2020-04-27T03:00:04.196Z,Nebraska,247.52395379907009,36
Nevada,2020-04-27T03:00:04.196Z,Michigan,62.30962196021862,36
New Mexico,2020-04-27T03:00:04.196Z,Texas A&M,242.40975861747336,36
New Mexico State,2020-04-27T03:00:04.197Z,Texas A&M,384.24787430270555,36
North Carolina,2020-04-27T03:00:04.197Z,Georgia Tech,10.627671245949973,36
North Texas,2020-04-27T03:00:04.197Z,Wisconsin,169.10762515054785,36
Ohio,2020-04-27T03:00:04.197Z,Ohio State,75.15994343076532,36
Ohio State,2020-04-27T03:00:04.197Z,Ohio State,293.3225778358972,36
Oklahoma,2020-04-27T03:00:04.197Z,Wisconsin,251.1248475572627,36
Oklahoma State,2020-04-27T03:00:04.197Z,Nebraska,196.21306766015263,36
Old Dominion,2020-04-27T03:00:04.198Z,Michigan,2.986436795782536,36
Ole Miss,2020-04-27T03:00:04.198Z,Stanford,35.609698358364206,36
Oregon State,2020-04-27T03:00:04.198Z,Nebraska,46.628877102448,36
Penn State,2020-04-27T03:00:04.198Z,Ohio State,83.30790586286984,36
Pittsburgh,2020-04-27T03:00:04.198Z,Michigan,314.62772257762083,36
Rice,2020-04-27T03:00:04.198Z,Texas A&M,340.0553611381174,36
Rutgers,2020-04-27T03:00:04.198Z,Ohio State,244.71553807410538,36
San Diego State,2020-04-27T03:00:04.198Z,Georgia Tech,8.223349689592672,36
SMU,2020-04-27T03:00:04.198Z,Michigan,405.4496672172465,36
South Alabama,2020-04-27T03:00:04.198Z,Alabama,0.674810011585793,36
South Carolina,2020-04-27T03:00:04.198Z,Georgia Tech,99.63516239009115,36
Southern Mississippi,2020-04-27T03:00:04.198Z,Georgia Tech,11.728121226603434,36
Stanford,2020-04-27T03:00:04.198Z,Michigan,328.8931595284777,36
Syracuse,2020-04-27T03:00:04.198Z,Michigan,423.00149891092104,36
TCU,2020-04-27T03:00:04.198Z,Michigan,688.3521518300299,36
Temple,2020-04-27T03:00:04.198Z,Michigan,245.54937333369878,36
Tennessee,2020-04-27T03:00:04.198Z,Georgia Tech,119.51906436122782,36
Texas,2020-04-27T03:00:04.198Z,Texas A&M,104.00197170228235,36
Texas A&M,2020-04-27T03:00:04.198Z,Texas A&M,306.0311909334635,36
Texas Tech,2020-04-27T03:00:04.198Z,Wisconsin,182.56230266310868,36
Toledo,2020-04-27T03:00:04.198Z,Wisconsin,144.14055503758897,36
Troy,2020-04-27T03:00:04.198Z,Alabama,3.528487314892326,36
Tulane,2020-04-27T03:00:04.198Z,Georgia Tech,10.180679346032923,36
Tulsa,2020-04-27T03:00:04.198Z,Texas,98.54458914269703,36
UAB,2020-04-27T03:00:04.198Z,Alabama,12.957325404238693,36
UCLA,2020-04-27T03:00:04.198Z,Michigan,248.67461942835956,36
UMass,2020-04-27T03:00:04.198Z,Ohio State,197.81410314822685,36
UNLV,2020-04-27T03:00:04.198Z,Michigan,449.6108493023776,36
USC,2020-04-27T03:00:04.198Z,Michigan,96.7698862027124,36
Utah,2020-04-27T03:00:04.198Z,Nebraska,109.0561579652882,36
Utah State,2020-04-27T03:00:04.198Z,Nebraska,193.96552141660942,36
UTEP,2020-04-27T03:00:04.198Z,Texas A&M,2.311027361518395,36
Vanderbilt,2020-04-27T03:00:04.198Z,Chaos,481.4306447261754,36
Virginia,2020-04-27T03:00:04.198Z,Ohio State,40.94484474804334,36
Virginia Tech,2020-04-27T03:00:04.198Z,Michigan,377.1853123107899,36
Wake Forest,2020-04-27T03:00:04.198Z,Georgia Tech,47.409285115568395,36
Washington,2020-04-27T03:00:04.198Z,Michigan,24.30277410054444,36
Washington State,2020-04-27T03:00:04.198Z,Michigan,33.9349838502867,36
Western Kentucky,2020-04-27T03:00:04.198Z,Nebraska,7.372971062938063,36
West Virginia,2020-04-27T03:00:04.199Z,Ohio State,112.84729891829318,36
Wyoming,2020-04-27T03:00:04.199Z,Nebraska,52.91071339570048,36
San José State,2020-04-27T03:00:04.199Z,Michigan,254.30330806442234,36
Hawai'i,2020-04-28T03:00:46.979Z,Chaos,50.86359805408035,37
Air Force,2020-04-28T03:00:46.979Z,Texas A&M,154.41664893983,37
Akron,2020-04-28T03:00:46.979Z,Michigan,6.836170445132093,37
Alabama,2020-04-28T03:00:46.979Z,Chaos,241.4288905367354,37
Appalachian State,2020-04-28T03:00:46.979Z,Chaos,165.23474241892106,37
Arizona,2020-04-28T03:00:46.979Z,Michigan,267.9065736238694,37
Arizona State,2020-04-28T03:00:46.979Z,Georgia Tech,275.6125336003158,37
Arkansas,2020-04-28T03:00:46.980Z,Alabama,255.28283043774567,37
Arkansas State,2020-04-28T03:00:46.980Z,Chaos,374.5776692305612,37
Army,2020-04-28T03:00:46.980Z,Michigan,610.2811377283118,37
Auburn,2020-04-28T03:00:46.980Z,Alabama,158.164391644448,37
Ball State,2020-04-28T03:00:46.980Z,Michigan,434.4351476832163,37
Baylor,2020-04-28T03:00:46.980Z,Texas A&M,54.087767988351004,37
Boise State,2020-04-28T03:00:46.980Z,Nebraska,0.900832723656058,37
Boston College,2020-04-28T03:00:46.980Z,Michigan,864.8756988417867,37
Bowling Green,2020-04-28T03:00:46.980Z,Michigan,108.19885742524042,37
Buffalo,2020-04-28T03:00:46.980Z,Michigan,439.0488420869915,37
Chaos,2020-04-28T03:00:46.980Z,Michigan,17.486359833754268,37
Charlotte,2020-04-28T03:00:46.980Z,Chaos,188.64984357326554,37
Cincinnati,2020-04-28T03:00:46.980Z,Ohio State,108.31025849616769,37
Clemson,2020-04-28T03:00:46.980Z,Georgia Tech,112.46144106890263,37
Coastal Carolina,2020-04-28T03:00:46.980Z,Chaos,90.63864464514766,37
Colorado,2020-04-28T03:00:46.980Z,Nebraska,55.39926027221643,37
Colorado State,2020-04-28T03:00:46.980Z,Nebraska,2.270974964415684,37
Connecticut,2020-04-28T03:00:46.980Z,Michigan,617.2312292457043,37
Duke,2020-04-28T03:00:46.980Z,Georgia Tech,126.28876943042862,37
East Carolina,2020-04-28T03:00:46.980Z,Georgia Tech,27.434891952385122,37
Florida Atlantic,2020-04-28T03:00:46.980Z,Chaos,197.91513413073383,37
Florida International,2020-04-28T03:00:46.980Z,Chaos,187.30194361569977,37
Florida State,2020-04-28T03:00:46.980Z,Georgia Tech,1.483592409226068,37
Georgia,2020-04-28T03:00:46.980Z,Georgia Tech,221.83556292785028,37
Georgia State,2020-04-28T03:00:46.980Z,Georgia Tech,8.208668578123596,37
Georgia Tech,2020-04-28T03:00:46.980Z,Georgia Tech,20.48738775927669,37
Houston,2020-04-28T03:00:46.980Z,Texas A&M,125.11496972780783,37
Illinois,2020-04-28T03:00:46.980Z,Wisconsin,127.16693836031173,37
Indiana,2020-04-28T03:00:46.980Z,Wisconsin,72.96877084795882,37
Iowa,2020-04-28T03:00:46.980Z,Wisconsin,337.5657980839984,37
Iowa State,2020-04-28T03:00:46.980Z,Nebraska,77.96993860178031,37
Kansas,2020-04-28T03:00:46.980Z,Texas,40.83171924318483,37
Kansas State,2020-04-28T03:00:46.980Z,Nebraska,37.55365465427173,37
Kent State,2020-04-28T03:00:46.980Z,Ohio State,93.30010731845687,37
Kentucky,2020-04-28T03:00:46.980Z,Chaos,220.49114857189215,37
Liberty,2020-04-28T03:00:46.981Z,Ohio State,120.1031895696159,37
Louisiana,2020-04-28T03:00:46.981Z,Alabama,29.59268568907629,37
Louisiana Monroe,2020-04-28T03:00:46.981Z,Texas,2.196501172839249,37
Louisiana Tech,2020-04-28T03:00:46.981Z,Michigan,462.95815396356153,37
Louisville,2020-04-28T03:00:46.981Z,Wisconsin,231.828514128995,37
LSU,2020-04-28T03:00:46.981Z,Alabama,161.97956989745774,37
Marshall,2020-04-28T03:00:46.981Z,Wisconsin,112.58586730772895,37
Maryland,2020-04-28T03:00:46.981Z,Ohio State,255.93392038034844,37
Memphis,2020-04-28T03:00:46.981Z,Chaos,345.27650057060043,37
Miami,2020-04-28T03:00:46.981Z,Georgia Tech,53.47250604179314,37
Miami (OH),2020-04-28T03:00:46.981Z,Wisconsin,359.20185492810543,37
Middle Tennessee,2020-04-28T03:00:46.981Z,Georgia Tech,27.298529716131117,37
Minnesota,2020-04-28T03:00:46.981Z,Wisconsin,127.89228162676227,37
Mississippi State,2020-04-28T03:00:46.981Z,Chaos,158.802740119897,37
Missouri,2020-04-28T03:00:46.981Z,Chaos,367.8828244107323,37
Navy,2020-04-28T03:00:46.981Z,Ohio State,153.97891980219615,37
NC State,2020-04-28T03:00:46.981Z,Georgia Tech,31.51306213494546,37
Nebraska,2020-04-28T03:00:46.981Z,Nebraska,51.00699246391766,37
Nevada,2020-04-28T03:00:46.981Z,Michigan,16.258969929208572,37
New Mexico,2020-04-28T03:00:46.981Z,Texas A&M,141.92553414845824,37
New Mexico State,2020-04-28T03:00:46.981Z,Michigan,325.34768130891695,37
North Carolina,2020-04-28T03:00:46.981Z,Georgia Tech,68.65330185825464,37
North Texas,2020-04-28T03:00:46.981Z,Wisconsin,110.14992573380633,37
Ohio,2020-04-28T03:00:46.982Z,Ohio State,17.097807770850565,37
Ohio State,2020-04-28T03:00:46.982Z,Ohio State,32.57592567429383,37
Oklahoma,2020-04-28T03:00:46.983Z,Wisconsin,270.62643420544777,37
Oklahoma State,2020-04-28T03:00:46.983Z,Wisconsin,246.9150302098912,37
Old Dominion,2020-04-28T03:00:46.983Z,Georgia Tech,167.77016407988395,37
Ole Miss,2020-04-28T03:00:46.983Z,Nebraska,32.76562952802956,37
Oregon,2020-04-28T03:00:46.983Z,Michigan,9.326319504447195,37
Oregon State,2020-04-28T03:00:46.983Z,Michigan,6.8285762516301425,37
Penn State,2020-04-28T03:00:46.983Z,Michigan,412.5163455795427,37
Pittsburgh,2020-04-28T03:00:46.983Z,Ohio State,251.74097637468117,37
Rutgers,2020-04-28T03:00:46.983Z,Michigan,0.562816086392244,37
San Diego State,2020-04-28T03:00:46.983Z,Georgia Tech,25.558033912278454,37
SMU,2020-04-28T03:00:46.983Z,Texas A&M,37.61089292754051,37
South Alabama,2020-04-28T03:00:46.983Z,Alabama,136.42977459766502,37
South Carolina,2020-04-28T03:00:46.983Z,Chaos,174.14665329920894,37
Southern Mississippi,2020-04-28T03:00:46.983Z,Georgia Tech,145.82906653312563,37
Syracuse,2020-04-28T03:00:46.983Z,Michigan,590.1726598471206,37
TCU,2020-04-28T03:00:46.983Z,Michigan,586.4976713370772,37
Temple,2020-04-28T03:00:46.983Z,Michigan,428.0113257827587,37
Tennessee,2020-04-28T03:00:46.983Z,Chaos,219.77730996421326,37
Texas,2020-04-28T03:00:46.983Z,Texas A&M,418.57174012204894,37
Texas A&M,2020-04-28T03:00:46.983Z,Texas,567.4108756368296,37
Texas State,2020-04-28T03:00:46.983Z,Texas A&M,71.59971695696959,37
Texas Tech,2020-04-28T03:00:46.983Z,Wisconsin,270.0211869270552,37
Toledo,2020-04-28T03:00:46.983Z,Wisconsin,300.47234713224293,37
Troy,2020-04-28T03:00:46.983Z,Alabama,169.9066033370539,37
Tulane,2020-04-28T03:00:46.983Z,Alabama,9.403794828682992,37
Tulsa,2020-04-28T03:00:46.983Z,Texas,286.74312202594024,37
UAB,2020-04-28T03:00:46.984Z,Alabama,140.03986522077463,37
UMass,2020-04-28T03:00:46.984Z,Michigan,602.4327227381857,37
UNLV,2020-04-28T03:00:46.984Z,Michigan,36.32655407830972,37
USC,2020-04-28T03:00:46.984Z,Michigan,208.44280017813742,37
Utah,2020-04-28T03:00:46.984Z,Nebraska,28.826343113736716,37
Utah State,2020-04-28T03:00:46.984Z,Nebraska,66.88622415745003,37
UTEP,2020-04-28T03:00:46.984Z,Texas A&M,52.98194638195794,37
Vanderbilt,2020-04-28T03:00:46.984Z,Nebraska,50.506980571714394,37
Virginia,2020-04-28T03:00:46.984Z,Ohio State,103.23306068394388,37
Virginia Tech,2020-04-28T03:00:46.984Z,Georgia Tech,133.1001399372932,37
Wake Forest,2020-04-28T03:00:46.984Z,Georgia Tech,33.99400929944329,37
Washington,2020-04-28T03:00:46.984Z,Michigan,4.625983400399561,37
Washington State,2020-04-28T03:00:46.984Z,Nebraska,26.085769702650673,37
Western Kentucky,2020-04-28T03:00:46.984Z,Chaos,353.01159414937354,37
West Virginia,2020-04-28T03:00:46.984Z,Ohio State,83.42852879829583,37
Wyoming,2020-04-28T03:00:46.984Z,Nebraska,164.75420418910443,37
